GroupRank,GroupName,GroupTotalCount,GroupPercentOfGames,OpeningRank,OpeningName,VariationName,Count,PercentOfGames
2,"English Opening",610968,6.105490,672,"English Opening: Anglo-Scandinavian Defense","Anglo-Scandinavian Defense",3163,0.031608
2,"English Opening",610968,6.105490,677,"English Opening: King's English Variation, Four Knights Variation, Fianchetto Line, with Nb6","King's English Variation, Four Knights Variation, Fianchetto Line, with Nb6",3141,0.031388
2,"English Opening",610968,6.105490,684,"English Opening: King's English Variation, Two Knights Variation, Keres Variation","King's English Variation, Two Knights Variation, Keres Variation",3086,0.030839
2,"English Opening",610968,6.105490,713,"English Opening: Symmetrical Variation, Rubinstein Variation","Symmetrical Variation, Rubinstein Variation",2887,0.028850
2,"English Opening",610968,6.105490,717,"English Opening: Symmetrical Variation, Two Knights Variation","Symmetrical Variation, Two Knights Variation",2870,0.028680
2,"English Opening",610968,6.105490,718,"English Opening: King's English Variation, Two Knights Variation, Reversed Dragon","King's English Variation, Two Knights Variation, Reversed Dragon",2833,0.028311
2,"English Opening",610968,6.105490,739,"English Opening: King's English Variation, Four Knights Variation","King's English Variation, Four Knights Variation",2717,0.027151
2,"English Opening",610968,6.105490,751,"English Opening: Carls-Bremen System","Carls-Bremen System",2638,0.026362
2,"English Opening",610968,6.105490,789,"English Opening: Symmetrical Variation, Botvinnik System Reversed","Symmetrical Variation, Botvinnik System Reversed",2433,0.024313
2,"English Opening",610968,6.105490,794,"English Opening: Symmetrical Variation, Full Symmetry Line","Symmetrical Variation, Full Symmetry Line",2389,0.023874
2,"English Opening",610968,6.105490,820,"English Opening: King's English Variation, Nimzowitsch-Flohr Variation","King's English Variation, Nimzowitsch-Flohr Variation",2270,0.022684
2,"English Opening",610968,6.105490,839,"English Opening: Symmetrical Variation, Botvinnik System Reversed, with Nf3","Symmetrical Variation, Botvinnik System Reversed, with Nf3",2153,0.021515
2,"English Opening",610968,6.105490,866,"English Opening: Anglo-Lithuanian Variation","Anglo-Lithuanian Variation",2053,0.020516
2,"English Opening",610968,6.105490,882,"English Opening: Anglo-Grünfeld Defense","Anglo-Grünfeld Defense",1993,0.019916
2,"English Opening",610968,6.105490,883,"English Opening: King's English Variation, Four Knights Variation, Flexible Line","King's English Variation, Four Knights Variation, Flexible Line",1993,0.019916
2,"English Opening",610968,6.105490,890,"English Opening: Anglo-Indian Defense, King's Indian Formation, Double Fianchetto","Anglo-Indian Defense, King's Indian Formation, Double Fianchetto",1964,0.019627
2,"English Opening",610968,6.105490,896,"English Opening: Anglo-Indian Defense, Nimzo-English","Anglo-Indian Defense, Nimzo-English",1952,0.019507
2,"English Opening",610968,6.105490,930,"English Opening: Anglo-Indian Defense, Scandinavian Defense, Exchange Variation","Anglo-Indian Defense, Scandinavian Defense, Exchange Variation",1820,0.018188
3,"Caro-Kann Defense",560890,5.605053,12,"Caro-Kann Defense","",64431,0.643868
3,"Caro-Kann Defense",560890,5.605053,24,"Caro-Kann Defense: Exchange Variation","Exchange Variation",46772,0.467399
3,"Caro-Kann Defense",560890,5.605053,35,"Caro-Kann Defense: Two Knights Attack","Two Knights Attack",42033,0.420042
3,"Caro-Kann Defense",560890,5.605053,37,"Caro-Kann Defense: Advance Variation, Botvinnik-Carls Defense","Advance Variation, Botvinnik-Carls Defense",40419,0.403913
3,"Caro-Kann Defense",560890,5.605053,40,"Caro-Kann Defense: Tartakower Variation","Tartakower Variation",39495,0.394679
3,"Caro-Kann Defense",560890,5.605053,47,"Caro-Kann Defense: Advance Variation, Tal Variation","Advance Variation, Tal Variation",37039,0.370136
3,"Caro-Kann Defense",560890,5.605053,53,"Caro-Kann Defense: Advance Variation, Short Variation","Advance Variation, Short Variation",33704,0.336809
3,"Caro-Kann Defense",560890,5.605053,79,"Caro-Kann Defense: Advance Variation","Advance Variation",24822,0.248050
3,"Caro-Kann Defense",560890,5.605053,115,"Caro-Kann Defense: Breyer Variation","Breyer Variation",18931,0.189180
3,"Caro-Kann Defense",560890,5.605053,116,"Caro-Kann Defense: Maróczy Variation","Maróczy Variation",18922,0.189090
3,"Caro-Kann Defense",560890,5.605053,147,"Caro-Kann Defense: Two Knights Attack, Mindeno Variation, Exchange Line","Two Knights Attack, Mindeno Variation, Exchange Line",15808,0.157972
3,"Caro-Kann Defense",560890,5.605053,158,"Caro-Kann Defense: Accelerated Panov Attack, Modern Variation","Accelerated Panov Attack, Modern Variation",15132,0.151216
3,"Caro-Kann Defense",560890,5.605053,185,"Caro-Kann Defense: Exchange Variation, Rubinstein Variation","Exchange Variation, Rubinstein Variation",13371,0.133618
3,"Caro-Kann Defense",560890,5.605053,202,"Caro-Kann Defense: Classical Variation","Classical Variation",12172,0.121637
3,"Caro-Kann Defense",560890,5.605053,210,"Caro-Kann Defense: Panov Attack","Panov Attack",11850,0.118419
3,"Caro-Kann Defense",560890,5.605053,239,"Caro-Kann Defense: Main Line","Main Line",10226,0.102190
3,"Caro-Kann Defense",560890,5.605053,246,"Caro-Kann Defense: Panov Attack, Modern Defense","Panov Attack, Modern Defense",9996,0.099891
3,"Caro-Kann Defense",560890,5.605053,335,"Caro-Kann Defense: Classical Variation, Main Line","Classical Variation, Main Line",7115,0.071101
3,"Caro-Kann Defense",560890,5.605053,366,"Caro-Kann Defense: Karpov Variation","Karpov Variation",6528,0.065235
3,"Caro-Kann Defense",560890,5.605053,369,"Caro-Kann Defense: Forgacs Variation","Forgacs Variation",6450,0.064456
3,"Caro-Kann Defense",560890,5.605053,380,"Caro-Kann Defense: Classical Variation, Spassky Variation","Classical Variation, Spassky Variation",6333,0.063287
3,"Caro-Kann Defense",560890,5.605053,390,"Caro-Kann Defense: Advance Variation, Van der Wiel Attack","Advance Variation, Van der Wiel Attack",6239,0.062347
3,"Caro-Kann Defense",560890,5.605053,394,"Caro-Kann Defense: Panov Attack, Fianchetto Defense","Panov Attack, Fianchetto Defense",6154,0.061498
3,"Caro-Kann Defense",560890,5.605053,413,"Caro-Kann Defense: Panov Attack, Modern Defense, Mieses Line","Panov Attack, Modern Defense, Mieses Line",5813,0.058090
3,"Caro-Kann Defense",560890,5.605053,424,"Caro-Kann Defense: Endgame Offer","Endgame Offer",5684,0.056801
3,"Caro-Kann Defense",560890,5.605053,475,"Caro-Kann Defense: Panov Attack, Main Line","Panov Attack, Main Line",5139,0.051355
3,"Caro-Kann Defense",560890,5.605053,521,"Caro-Kann Defense: Gurgenidze System","Gurgenidze System",4588,0.045849
3,"Caro-Kann Defense",560890,5.605053,525,"Caro-Kann Defense: Goldman Variation","Goldman Variation",4563,0.045599
3,"Caro-Kann Defense",560890,5.605053,528,"Caro-Kann Defense: Two Knights Attack, Mindeno Variation, Retreat Line","Two Knights Attack, Mindeno Variation, Retreat Line",4543,0.045399
3,"Caro-Kann Defense",560890,5.605053,541,"Caro-Kann Defense: Accelerated Panov Attack","Accelerated Panov Attack",4362,0.043590
3,"Caro-Kann Defense",560890,5.605053,571,"Caro-Kann Defense: Classical Variation, Lobron System","Classical Variation, Lobron System",4115,0.041122
3,"Caro-Kann Defense",560890,5.605053,594,"Caro-Kann Defense: Advance Variation, Bayonet Attack","Advance Variation, Bayonet Attack",3860,0.038574
3,"Caro-Kann Defense",560890,5.605053,608,"Caro-Kann Defense: Two Knights Attack, Mindeno Variation","Two Knights Attack, Mindeno Variation",3660,0.036575
3,"Caro-Kann Defense",560890,5.605053,612,"Caro-Kann Defense: Bronstein-Larsen Variation","Bronstein-Larsen Variation",3624,0.036215
3,"Caro-Kann Defense",560890,5.605053,730,"Caro-Kann Defense: Endgame Variation","Endgame Variation",2750,0.027481
3,"Caro-Kann Defense",560890,5.605053,769,"Caro-Kann Defense: Apocalypse Attack","Apocalypse Attack",2508,0.025063
3,"Caro-Kann Defense",560890,5.605053,856,"Caro-Kann Defense: Advance Variation, Bronstein Variation","Advance Variation, Bronstein Variation",2084,0.020826
3,"Caro-Kann Defense",560890,5.605053,863,"Caro-Kann Defense: Modern Variation","Modern Variation",2057,0.020556
3,"Caro-Kann Defense",560890,5.605053,872,"Caro-Kann Defense: Classical Variation, Flohr Variation","Classical Variation, Flohr Variation",2030,0.020286
3,"Caro-Kann Defense",560890,5.605053,873,"Caro-Kann Defense: Panov Attack, Fianchetto Defense, Fianchetto Gambit","Panov Attack, Fianchetto Defense, Fianchetto Gambit",2018,0.020166
3,"Caro-Kann Defense",560890,5.605053,918,"Caro-Kann Defense: Euwe Attack","Euwe Attack",1858,0.018567
3,"Caro-Kann Defense",560890,5.605053,971,"Caro-Kann Defense: Karpov Variation, Modern Variation, Kasparov Attack","Karpov Variation, Modern Variation, Kasparov Attack",1692,0.016908
4,"French Defense",529008,5.286452,43,"French Defense: Exchange Variation","Exchange Variation",37974,0.379480
4,"French Defense",529008,5.286452,54,"French Defense: Steinitz Variation, Boleslavsky Variation","Steinitz Variation, Boleslavsky Variation",33497,0.334740
4,"French Defense",529008,5.286452,57,"French Defense: King's Indian Attack","King's Indian Attack",31919,0.318971
4,"French Defense",529008,5.286452,99,"French Defense: Advance Variation, Euwe Variation","Advance Variation, Euwe Variation",21407,0.213923
4,"French Defense",529008,5.286452,109,"French Defense: Winawer Variation, Advance Variation","Winawer Variation, Advance Variation",20022,0.200083
4,"French Defense",529008,5.286452,123,"French Defense: Rubinstein Variation, Blackburne Defense","Rubinstein Variation, Blackburne Defense",18108,0.180956
4,"French Defense",529008,5.286452,130,"French Defense: Advance Variation, Paulsen Attack","Advance Variation, Paulsen Attack",17427,0.174150
4,"French Defense",529008,5.286452,138,"French Defense: Classical Variation, Steinitz Variation","Classical Variation, Steinitz Variation",16416,0.164047
4,"French Defense",529008,5.286452,139,"French Defense: Two Knights Variation","Two Knights Variation",16341,0.163298
4,"French Defense",529008,5.286452,157,"French Defense: Knight Variation","Knight Variation",15167,0.151566
4,"French Defense",529008,5.286452,180,"French Defense: Advance Variation","Advance Variation",13583,0.135737
4,"French Defense",529008,5.286452,189,"French Defense: Tarrasch Variation, Closed Variation","Tarrasch Variation, Closed Variation",12928,0.129191
4,"French Defense",529008,5.286452,195,"French Defense: Chigorin Variation","Chigorin Variation",12309,0.123006
4,"French Defense",529008,5.286452,206,"French Defense: Schlechter Variation","Schlechter Variation",12074,0.120657
4,"French Defense",529008,5.286452,225,"French Defense: Tarrasch Variation, Open System, Euwe-Keres Line","Tarrasch Variation, Open System, Euwe-Keres Line",10916,0.109085
4,"French Defense",529008,5.286452,226,"French Defense: Burn Variation","Burn Variation",10904,0.108965
4,"French Defense",529008,5.286452,228,"French Defense: Paulsen Variation","Paulsen Variation",10843,0.108356
4,"French Defense",529008,5.286452,230,"French Defense: Advance Variation, Milner-Barry Gambit","Advance Variation, Milner-Barry Gambit",10812,0.108046
4,"French Defense",529008,5.286452,244,"French Defense: Tarrasch Variation, Chistyakov Defense","Tarrasch Variation, Chistyakov Defense",10136,0.101290
4,"French Defense",529008,5.286452,265,"French Defense: Winawer Variation, Delayed Exchange Variation","Winawer Variation, Delayed Exchange Variation",9099,0.090928
4,"French Defense",529008,5.286452,268,"French Defense: Advance Variation, Main Line","Advance Variation, Main Line",9048,0.090418
4,"French Defense",529008,5.286452,272,"French Defense: Tarrasch Variation, Morozevich Variation","Tarrasch Variation, Morozevich Variation",8900,0.088939
4,"French Defense",529008,5.286452,296,"French Defense: Exchange Variation, Monte Carlo Variation","Exchange Variation, Monte Carlo Variation",8067,0.080615
4,"French Defense",529008,5.286452,299,"French Defense: Rubinstein Variation, Fort Knox Variation","Rubinstein Variation, Fort Knox Variation",7979,0.079735
4,"French Defense",529008,5.286452,310,"French Defense: Tarrasch Variation, Closed Variation, Main Line","Tarrasch Variation, Closed Variation, Main Line",7674,0.076687
4,"French Defense",529008,5.286452,311,"French Defense: Advance Variation, Wade Variation","Advance Variation, Wade Variation",7618,0.076128
4,"French Defense",529008,5.286452,323,"French Defense: Tarrasch Variation, Guimard Defense, Main Line","Tarrasch Variation, Guimard Defense, Main Line",7410,0.074049
4,"French Defense",529008,5.286452,348,"French Defense: Steinitz Variation","Steinitz Variation",6788,0.067833
4,"French Defense",529008,5.286452,355,"French Defense: Tarrasch Variation","Tarrasch Variation",6691,0.066864
4,"French Defense",529008,5.286452,368,"French Defense: Wing Gambit","Wing Gambit",6468,0.064636
4,"French Defense",529008,5.286452,397,"French Defense: Normal Variation","Normal Variation",6058,0.060538
4,"French Defense",529008,5.286452,398,"French Defense: Horwitz Attack, Papa-Ticulat Gambit","Horwitz Attack, Papa-Ticulat Gambit",6046,0.060419
4,"French Defense",529008,5.286452,422,"French Defense: Classical Variation, Burn Variation, Morozevich Line","Classical Variation, Burn Variation, Morozevich Line",5706,0.057021
4,"French Defense",529008,5.286452,436,"French Defense: Winawer Variation, Poisoned Pawn Variation","Winawer Variation, Poisoned Pawn Variation",5564,0.055602
4,"French Defense",529008,5.286452,449,"French Defense: Rubinstein Variation","Rubinstein Variation",5458,0.054543
4,"French Defense",529008,5.286452,465,"French Defense: Winawer Variation, Alekhine-Maróczy Gambit","Winawer Variation, Alekhine-Maróczy Gambit",5289,0.052854
4,"French Defense",529008,5.286452,468,"French Defense: Steiner Variation","Steiner Variation",5254,0.052504
4,"French Defense",529008,5.286452,509,"French Defense: Queen's Knight","Queen's Knight",4726,0.047228
4,"French Defense",529008,5.286452,510,"French Defense: Tarrasch Variation, Open System","Tarrasch Variation, Open System",4704,0.047008
4,"French Defense",529008,5.286452,523,"French Defense: Tarrasch Variation, Modern System","Tarrasch Variation, Modern System",4574,0.045709
4,"French Defense",529008,5.286452,538,"French Defense: Tarrasch Variation, Open System, Main Line","Tarrasch Variation, Open System, Main Line",4380,0.043770
4,"French Defense",529008,5.286452,552,"French Defense: Winawer Variation","Winawer Variation",4283,0.042801
4,"French Defense",529008,5.286452,577,"French Defense: Tarrasch Variation, Pawn Center Variation","Tarrasch Variation, Pawn Center Variation",4016,0.040132
4,"French Defense",529008,5.286452,631,"French Defense: MacCutcheon Variation, Lasker Variation","MacCutcheon Variation, Lasker Variation",3478,0.034756
4,"French Defense",529008,5.286452,693,"French Defense: Advance Variation, Lputian Variation","Advance Variation, Lputian Variation",3001,0.029989
4,"French Defense",529008,5.286452,697,"French Defense: St. George Defense","St. George Defense",2974,0.029720
4,"French Defense",529008,5.286452,699,"French Defense: La Bourdonnais Variation","La Bourdonnais Variation",2967,0.029650
4,"French Defense",529008,5.286452,705,"French Defense: Winawer Variation, Poisoned Pawn Variation, Main Line","Winawer Variation, Poisoned Pawn Variation, Main Line",2952,0.029500
4,"French Defense",529008,5.286452,749,"French Defense","",2644,0.026422
4,"French Defense",529008,5.286452,761,"French Defense: Winawer Variation, Classical Variation","Winawer Variation, Classical Variation",2550,0.025483
4,"French Defense",529008,5.286452,767,"French Defense: Advance Variation, Nimzowitsch System","Advance Variation, Nimzowitsch System",2525,0.025233
4,"French Defense",529008,5.286452,813,"French Defense: Winawer Variation, Portisch-Hook Variation","Winawer Variation, Portisch-Hook Variation",2299,0.022974
4,"French Defense",529008,5.286452,833,"French Defense: Winawer Variation, Petrosian Variation","Winawer Variation, Petrosian Variation",2182,0.021805
4,"French Defense",529008,5.286452,860,"French Defense: Alekhine-Chatard Attack","Alekhine-Chatard Attack",2064,0.020626
4,"French Defense",529008,5.286452,886,"French Defense: Winawer Variation, Bogoljubov Variation","Winawer Variation, Bogoljubov Variation",1976,0.019746
4,"French Defense",529008,5.286452,892,"French Defense: Winawer Variation, Positional Variation","Winawer Variation, Positional Variation",1961,0.019597
4,"French Defense",529008,5.286452,900,"French Defense: Classical Variation, Delayed Exchange Variation","Classical Variation, Delayed Exchange Variation",1928,0.019267
4,"French Defense",529008,5.286452,919,"French Defense: Winawer Variation, Bogoljubow Variation","Winawer Variation, Bogoljubow Variation",1854,0.018527
4,"French Defense",529008,5.286452,927,"French Defense: Classical Variation, Swiss Variation","Classical Variation, Swiss Variation",1832,0.018307
4,"French Defense",529008,5.286452,936,"French Defense: Winawer Variation, Alekhine Gambit, Kan Variation","Winawer Variation, Alekhine Gambit, Kan Variation",1805,0.018038
4,"French Defense",529008,5.286452,941,"French Defense: Tarrasch Variation, Guimard Defense","Tarrasch Variation, Guimard Defense",1795,0.017938
4,"French Defense",529008,5.286452,991,"French Defense: Classical Variation, Burn Variation, Main Line","Classical Variation, Burn Variation, Main Line",1638,0.016369
5,"Queen's Pawn Game",467043,4.667227,6,"Queen's Pawn Game","",73320,0.732697
5,"Queen's Pawn Game",467043,4.667227,9,"Queen's Pawn Game: London System","London System",67743,0.676965
5,"Queen's Pawn Game",467043,4.667227,30,"Queen's Pawn Game: Zukertort Variation","Zukertort Variation",43811,0.437810
5,"Queen's Pawn Game",467043,4.667227,42,"Queen's Pawn Game: Symmetrical Variation","Symmetrical Variation",38081,0.380549
5,"Queen's Pawn Game",467043,4.667227,59,"Queen's Pawn Game: Mason Variation","Mason Variation",30599,0.305780
5,"Queen's Pawn Game",467043,4.667227,80,"Queen's Pawn Game: Colle System","Colle System",24797,0.247800
5,"Queen's Pawn Game",467043,4.667227,81,"Queen's Pawn Game: Modern Defense","Modern Defense",24691,0.246741
5,"Queen's Pawn Game",467043,4.667227,82,"Queen's Pawn Game: Accelerated London System","Accelerated London System",24401,0.243843
5,"Queen's Pawn Game",467043,4.667227,89,"Queen's Pawn Game: Chigorin Variation","Chigorin Variation",23075,0.230592
5,"Queen's Pawn Game",467043,4.667227,102,"Queen's Pawn Game: Symmetrical Variation, Pseudo-Catalan","Symmetrical Variation, Pseudo-Catalan",21205,0.211905
5,"Queen's Pawn Game",467043,4.667227,103,"Queen's Pawn Game: Levitsky Attack","Levitsky Attack",21046,0.210316
5,"Queen's Pawn Game",467043,4.667227,234,"Queen's Pawn Game: Krause Variation","Krause Variation",10540,0.105328
5,"Queen's Pawn Game",467043,4.667227,247,"Queen's Pawn Game: Steinitz Countergambit","Steinitz Countergambit",9995,0.099881
5,"Queen's Pawn Game",467043,4.667227,254,"Queen's Pawn Game: Accelerated London System, Steinitz Countergambit","Accelerated London System, Steinitz Countergambit",9668,0.096614
5,"Queen's Pawn Game",467043,4.667227,381,"Queen's Pawn Game: London System, with e6","London System, with e6",6329,0.063247
5,"Queen's Pawn Game",467043,4.667227,387,"Queen's Pawn Game: Torre Attack, Gossip Variation","Torre Attack, Gossip Variation",6252,0.062477
5,"Queen's Pawn Game",467043,4.667227,412,"Queen's Pawn Game: Torre Attack","Torre Attack",5843,0.058390
5,"Queen's Pawn Game",467043,4.667227,592,"Queen's Pawn Game: Torre Attack, Grünfeld Variation, Main Line","Torre Attack, Grünfeld Variation, Main Line",3879,0.038763
5,"Queen's Pawn Game",467043,4.667227,736,"Queen's Pawn Game: Colle System, Anti-Colle","Colle System, Anti-Colle",2732,0.027301
5,"Queen's Pawn Game",467043,4.667227,738,"Queen's Pawn Game: Veresov Attack, Classical Defense","Veresov Attack, Classical Defense",2725,0.027231
5,"Queen's Pawn Game",467043,4.667227,746,"Queen's Pawn Game: Anglo-Slav Opening","Anglo-Slav Opening",2658,0.026562
5,"Queen's Pawn Game",467043,4.667227,774,"Queen's Pawn Game: Colle System, Traditional Colle","Colle System, Traditional Colle",2492,0.024903
5,"Queen's Pawn Game",467043,4.667227,823,"Queen's Pawn Game: Chigorin Variation, Alburt Defense","Chigorin Variation, Alburt Defense",2251,0.022495
5,"Queen's Pawn Game",467043,4.667227,898,"Queen's Pawn Game: Veresov Attack, Dutch System","Veresov Attack, Dutch System",1944,0.019427
5,"Queen's Pawn Game",467043,4.667227,928,"Queen's Pawn Game: Anti-Torre","Anti-Torre",1829,0.018277
5,"Queen's Pawn Game",467043,4.667227,933,"Queen's Pawn Game: Hübsch Gambit","Hübsch Gambit",1810,0.018088
5,"Queen's Pawn Game",467043,4.667227,968,"Queen's Pawn Game: Barry Attack","Barry Attack",1718,0.017168
5,"Queen's Pawn Game",467043,4.667227,1000,"Queen's Pawn Game: Chigorin Variation, Irish Gambit","Chigorin Variation, Irish Gambit",1609,0.016079
6,"Queen's Gambit Declined",417675,4.173885,14,"Queen's Gambit Declined: Exchange Variation, Positional Variation","Exchange Variation, Positional Variation",63185,0.631417
6,"Queen's Gambit Declined",417675,4.173885,15,"Queen's Gambit Declined","",56061,0.560226
6,"Queen's Gambit Declined",417675,4.173885,44,"Queen's Gambit Declined: Ragozin Defense","Ragozin Defense",37828,0.378021
6,"Queen's Gambit Declined",417675,4.173885,69,"Queen's Gambit Declined: Three Knights Variation","Three Knights Variation",27464,0.274452
6,"Queen's Gambit Declined",417675,4.173885,181,"Queen's Gambit Declined: Janowski Variation","Janowski Variation",13553,0.135437
6,"Queen's Gambit Declined",417675,4.173885,199,"Queen's Gambit Declined: Queen's Knight Variation","Queen's Knight Variation",12213,0.122046
6,"Queen's Gambit Declined",417675,4.173885,221,"Queen's Gambit Declined: Semi-Tarrasch Defense","Semi-Tarrasch Defense",11137,0.111294
6,"Queen's Gambit Declined",417675,4.173885,223,"Queen's Gambit Declined: Ragozin Defense, Alekhine Variation","Ragozin Defense, Alekhine Variation",10965,0.109575
6,"Queen's Gambit Declined",417675,4.173885,229,"Queen's Gambit Declined: Harrwitz Attack","Harrwitz Attack",10824,0.108166
6,"Queen's Gambit Declined",417675,4.173885,235,"Queen's Gambit Declined: Exchange Variation","Exchange Variation",10403,0.103959
6,"Queen's Gambit Declined",417675,4.173885,257,"Queen's Gambit Declined: Barmen Variation","Barmen Variation",9423,0.094165
6,"Queen's Gambit Declined",417675,4.173885,270,"Queen's Gambit Declined: Charousek Variation","Charousek Variation",8964,0.089579
6,"Queen's Gambit Declined",417675,4.173885,273,"Queen's Gambit Declined: Vienna Variation","Vienna Variation",8854,0.088479
6,"Queen's Gambit Declined",417675,4.173885,297,"Queen's Gambit Declined: Chigorin Defense, Main Line","Chigorin Defense, Main Line",8025,0.080195
6,"Queen's Gambit Declined",417675,4.173885,337,"Queen's Gambit Declined: Semi-Tarrasch Defense, Exchange Variation","Semi-Tarrasch Defense, Exchange Variation",6962,0.069572
6,"Queen's Gambit Declined",417675,4.173885,354,"Queen's Gambit Declined: Modern Variation, Normal Line","Modern Variation, Normal Line",6696,0.066914
6,"Queen's Gambit Declined",417675,4.173885,400,"Queen's Gambit Declined: Albin Countergambit","Albin Countergambit",6035,0.060309
6,"Queen's Gambit Declined",417675,4.173885,410,"Queen's Gambit Declined: Harrwitz Attack, Fianchetto Defense","Harrwitz Attack, Fianchetto Defense",5902,0.058980
6,"Queen's Gambit Declined",417675,4.173885,432,"Queen's Gambit Declined: Vienna Variation, Quiet Variation","Vienna Variation, Quiet Variation",5585,0.055812
6,"Queen's Gambit Declined",417675,4.173885,456,"Queen's Gambit Declined: Three Knights, Vienna Variation","Three Knights, Vienna Variation",5425,0.054213
6,"Queen's Gambit Declined",417675,4.173885,464,"Queen's Gambit Declined: Tarrasch Defense, Pseudo-Tarrasch","Tarrasch Defense, Pseudo-Tarrasch",5303,0.052994
6,"Queen's Gambit Declined",417675,4.173885,467,"Queen's Gambit Declined: Traditional Variation","Traditional Variation",5273,0.052694
6,"Queen's Gambit Declined",417675,4.173885,470,"Queen's Gambit Declined: Modern Variation","Modern Variation",5229,0.052254
6,"Queen's Gambit Declined",417675,4.173885,486,"Queen's Gambit Declined: Exchange Variation, Reshevsky Variation","Exchange Variation, Reshevsky Variation",5038,0.050345
6,"Queen's Gambit Declined",417675,4.173885,491,"Queen's Gambit Declined: Harrwitz Attack, Two Knights Defense, Blockade Line","Harrwitz Attack, Two Knights Defense, Blockade Line",4949,0.049456
6,"Queen's Gambit Declined",417675,4.173885,502,"Queen's Gambit Declined: Tartakower Defense","Tartakower Defense",4788,0.047847
6,"Queen's Gambit Declined",417675,4.173885,503,"Queen's Gambit Declined: Albin Countergambit, Normal Line","Albin Countergambit, Normal Line",4776,0.047727
6,"Queen's Gambit Declined",417675,4.173885,507,"Queen's Gambit Declined: Austrian Defense","Austrian Defense",4746,0.047427
6,"Queen's Gambit Declined",417675,4.173885,517,"Queen's Gambit Declined: Marshall Defense","Marshall Defense",4626,0.046228
6,"Queen's Gambit Declined",417675,4.173885,626,"Queen's Gambit Declined: Ragozin Defense, Vienna Variation","Ragozin Defense, Vienna Variation",3511,0.035086
6,"Queen's Gambit Declined",417675,4.173885,674,"Queen's Gambit Declined: Chigorin Defense","Chigorin Defense",3162,0.031598
6,"Queen's Gambit Declined",417675,4.173885,687,"Queen's Gambit Declined: Harrwitz Attack, Main Line","Harrwitz Attack, Main Line",3059,0.030569
6,"Queen's Gambit Declined",417675,4.173885,700,"Queen's Gambit Declined: Normal Defense","Normal Defense",2960,0.029580
6,"Queen's Gambit Declined",417675,4.173885,710,"Queen's Gambit Declined: Chigorin Defense, Exchange Variation","Chigorin Defense, Exchange Variation",2904,0.029020
6,"Queen's Gambit Declined",417675,4.173885,732,"Queen's Gambit Declined: Neo-Orthodox Variation, Main Line","Neo-Orthodox Variation, Main Line",2749,0.027471
6,"Queen's Gambit Declined",417675,4.173885,756,"Queen's Gambit Declined: Semi-Tarrasch Defense, Pillsbury Variation","Semi-Tarrasch Defense, Pillsbury Variation",2589,0.025872
6,"Queen's Gambit Declined",417675,4.173885,772,"Queen's Gambit Declined: Semi-Slav, Abrahams Variation","Semi-Slav, Abrahams Variation",2497,0.024953
6,"Queen's Gambit Declined",417675,4.173885,778,"Queen's Gambit Declined: Harrwitz Attack, Two Knights Defense","Harrwitz Attack, Two Knights Defense",2478,0.024763
6,"Queen's Gambit Declined",417675,4.173885,802,"Queen's Gambit Declined: Baltic Defense","Baltic Defense",2338,0.023364
6,"Queen's Gambit Declined",417675,4.173885,814,"Queen's Gambit Declined: Harrwitz Attack, Orthodox Defense","Harrwitz Attack, Orthodox Defense",2290,0.022884
6,"Queen's Gambit Declined",417675,4.173885,826,"Queen's Gambit Declined: Orthodox Defense, Rubinstein Variation","Orthodox Defense, Rubinstein Variation",2223,0.022215
6,"Queen's Gambit Declined",417675,4.173885,848,"Queen's Gambit Declined: Baltic Defense, Pseudo-Slav","Baltic Defense, Pseudo-Slav",2111,0.021096
6,"Queen's Gambit Declined",417675,4.173885,855,"Queen's Gambit Declined: Anti-Tartakower Variation","Anti-Tartakower Variation",2085,0.020836
6,"Queen's Gambit Declined",417675,4.173885,911,"Queen's Gambit Declined: Orthodox Defense, Main Line","Orthodox Defense, Main Line",1888,0.018867
6,"Queen's Gambit Declined",417675,4.173885,916,"Queen's Gambit Declined: Modern Variation, Knight Defense","Modern Variation, Knight Defense",1864,0.018627
6,"Queen's Gambit Declined",417675,4.173885,959,"Queen's Gambit Declined: Marshall Defense, Tan Gambit","Marshall Defense, Tan Gambit",1747,0.017458
6,"Queen's Gambit Declined",417675,4.173885,970,"Queen's Gambit Declined: Albin Countergambit, Modern Line","Albin Countergambit, Modern Line",1700,0.016988
6,"Queen's Gambit Declined",417675,4.173885,980,"Queen's Gambit Declined: Lasker Defense","Lasker Defense",1671,0.016699
6,"Queen's Gambit Declined",417675,4.173885,998,"Queen's Gambit Declined: Westphalian Variation","Westphalian Variation",1617,0.016159
7,"Indian Defense",341157,3.409230,1,"Indian Defense","",127329,1.272417
7,"Indian Defense",341157,3.409230,55,"Indian Defense: London System","London System",32525,0.325027
7,"Indian Defense",341157,3.409230,64,"Indian Defense: Anti-Nimzo-Indian","Anti-Nimzo-Indian",29178,0.291580
7,"Indian Defense",341157,3.409230,71,"Indian Defense: Knights Variation","Knights Variation",26759,0.267406
7,"Indian Defense",341157,3.409230,78,"Indian Defense: Wade-Tartakower Defense","Wade-Tartakower Defense",25506,0.254885
7,"Indian Defense",341157,3.409230,118,"Indian Defense: Spielmann-Indian","Spielmann-Indian",18518,0.185053
7,"Indian Defense",341157,3.409230,144,"Indian Defense: Przepiorka Variation","Przepiorka Variation",15918,0.159071
